obs;week;l_housing_price;l_ipsa;l_monetary_policy_rate;l_cash_circulation;l_inflation;l_mortgage_interest_rate;l_csi_300;l_ftse_100;l_dow_jones
28/5/2018;201825;3.815990379;8.602384357;0.916290732;14.71174476;10.20805282;1.215808415;8.209451298;8.941880281;10.11666512
4/6/2018;201826;3.909245465;8.581346492;0.916290732;14.71677193;10.20889488;1.192074073;8.174874514;8.936265198;10.10173826
11/6/2018;201827;3.743430249;8.572293266;0.916290732;14.68041946;10.20963674;1.21644622;8.140193026;8.934816852;10.09996969
18/6/2018;201828;3.719488516;8.57545069;0.916290732;14.7128814;10.21020665;1.209124969;8.146706486;8.9408191;10.11498036
25/6/2018;201830;3.8741755;8.591910023;0.916290732;14.73740047;10.21069354;1.206918101;8.166095222;8.944484538;10.13253806
2/7/2018;201831;3.700533689;8.593660232;0.916290732;14.71910715;10.21099758;1.199949614;8.148782215;8.944668409;10.13866538
9/7/2018;201832;3.539804133;8.58289065;0.916290732;14.71228615;10.21130465;1.193614812;8.126824712;8.948916952;10.1443143
16/7/2018;201835;3.294467435;8.574666458;0.916290732;14.74679953;10.21323263;1.161491768;8.125115222;8.933587492;10.16046809
23/7/2018;201836;3.82596932;8.560170232;0.916290732;14.70759783;10.2144415;1.177857337;8.109793738;8.915521097;10.16315969
30/7/2018;201837;3.558297267;8.568136025;0.916290732;14.76915638;10.21526088;1.17625908;8.088550115;8.900719646;10.16573293
6/8/2018;201838;3.728280737;8.593449189;0.916290732;14.78527729;10.2158329;1.173616719;8.098074773;8.902716179;10.17714236
13/8/2018;201839;3.48937472;8.585798613;0.916290732;14.81936438;10.2163309;1.161931327;8.12366218;8.917338664;10.18171966
20/8/2018;201840;3.449995041;8.579913477;0.916290732;14.77992962;10.21680659;1.158398916;8.112642847;8.915767385;10.18831629
27/8/2018;201841;3.332856827;8.56837331;0.916290732;14.77571078;10.21732078;1.157336754;8.090328553;8.884787327;10.16679188
3/9/2018;201842;3.017191106;8.55069594;0.93363937;14.77832052;10.21794552;1.157017886;8.055896892;8.867453509;10.15301819
10/9/2018;201843;2.945892889;8.54502729;0.988843925;14.80063249;10.21860641;1.154718612;8.066859715;8.855920955;10.13331488
